RespondentNumber,Task,Concept,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Response
255,8,6,3,1,6,2,2,1,2,3,0
255,8,7,0,0,0,0,0,0,0,0,0
255,9,1,1,1,1,1,1,1,2,1,0
255,9,2,2,1,1,1,2,1,4,1,1
255,9,3,3,1,3,1,2,2,3,2,0
255,9,4,1,1,2,1,1,1,2,1,0
255,9,5,2,1,2,1,1,1,4,2,0
255,9,6,3,3,1,2,2,2,3,4,0
255,9,7,0,0,0,0,0,0,0,0,0
255,10,1,1,1,1,1,1,1,1,1,0
255,10,2,2,1,3,1,2,1,2,1,0
255,10,3,3,1,5,2,3,2,2,2,0
255,10,4,1,3,1,1,1,1,1,1,0
255,10,5,2,3,5,1,1,1,4,1,0
255,10,6,3,1,1,2,3,2,3,3,0
255,10,7,0,0,0,0,0,0,0,0,1
158,1,1,1,1,1,1,1,1,2,1,0
158,1,2,2,1,2,1,2,1,4,2,1
158,1,3,3,1,2,1,2,1,4,4,0
158,1,4,1,1,1,1,1,1,1,1,0
158,1,5,2,1,3,1,2,1,3,2,0
158,1,6,3,1,6,2,2,2,2,4,0
158,1,7,0,0,0,0,0,0,0,0,0
158,2,1,1,1,2,1,1,1,1,1,0
158,2,2,2,1,3,1,2,1,3,1,0
158,2,3,3,1,3,2,3,1,4,1,1
158,2,4,1,2,2,1,1,1,1,1,0
158,2,5,2,3,2,1,1,1,3,1,0
158,2,6,3,3,5,2,2,2,3,3,0
158,2,7,0,0,0,0,0,0,0,0,0
158,3,1,1,1,1,1,1,1,2,1,0
158,3,2,2,1,2,1,2,1,2,1,0
158,3,3,3,1,5,2,2,1,2,2,0
158,3,4,1,3,2,1,1,1,2,1,0
158,3,5,2,3,1,1,2,1,2,2,0
158,3,6,3,3,2,2,3,1,3,4,1
158,3,7,0,0,0,0,0,0,0,0,0
158,4,1,1,1,2,1,1,1,1,1,0
158,4,2,2,1,3,1,1,1,2,2,0
158,4,3,3,1,5,1,2,1,4,2,0
158,4,4,1,3,1,1,1,1,2,1,0
158,4,5,2,3,2,1,2,1,4,2,0
158,4,6,3,3,3,2,3,2,4,3,1
158,4,7,0,0,0,0,0,0,0,0,0
158,5,1,1,1,2,1,1,1,1,1,0
158,5,2,2,1,1,1,1,1,4,1,0
158,5,3,3,1,5,1,2,2,3,3,0
158,5,4,1,3,2,1,1,1,1,1,0
158,5,5,2,1,5,1,1,1,4,1,0
158,5,6,3,1,2,2,3,1,2,4,1
158,5,7,0,0,0,0,0,0,0,0,0
158,6,1,1,1,1,1,1,1,2,1,0
158,6,2,2,1,3,1,1,1,4,2,0
158,6,3,3,1,5,2,3,2,3,3,1
158,6,4,1,1,3,1,1,1,1,1,0
158,6,5,2,1,2,1,2,1,2,2,0
158,6,6,3,1,3,1,3,2,3,4,0
158,6,7,0,0,0,0,0,0,0,0,0
158,7,1,1,1,2,1,1,1,1,1,0
158,7,2,2,1,1,1,2,1,2,1,0
158,7,3,3,1,2,2,3,2,3,2,0
158,7,4,1,2,3,1,1,1,2,1,0
158,7,5,2,1,3,1,1,1,3,2,0
158,7,6,3,3,1,1,3,1,4,4,1
158,7,7,0,0,0,0,0,0,0,0,0
158,8,1,1,1,1,1,1,1,1,1,0
158,8,2,2,1,2,1,2,1,3,2,0
158,8,3,3,1,3,1,3,2,2,2,1
158,8,4,1,2,3,1,1,1,2,1,0
158,8,5,2,3,5,1,2,1,4,2,0
158,8,6,3,3,4,1,2,2,2,3,0
158,8,7,0,0,0,0,0,0,0,0,0
158,9,1,1,1,2,1,1,1,2,1,0
158,9,2,2,1,1,1,1,1,3,1,0
158,9,3,3,1,3,2,3,2,2,3,1
158,9,4,1,1,1,1,1,1,2,1,0
158,9,5,2,3,1,1,1,1,2,1,0
158,9,6,3,1,6,1,2,1,4,4,0
158,9,7,0,0,0,0,0,0,0,0,0
158,10,1,1,1,2,1,1,1,1,1,0
158,10,2,2,1,1,1,1,1,2,1,0
158,10,3,3,1,3,2,2,2,3,1,0
158,10,4,1,1,3,1,1,1,2,1,0
158,10,5,2,1,5,1,2,1,3,2,1
158,10,6,3,3,6,1,2,1,3,3,0
158,10,7,0,0,0,0,0,0,0,0,0
291,1,1,1,1,2,1,1,1,1,1,0
291,1,2,2,1,2,1,2,1,3,1,1
291,1,3,3,1,5,1,3,1,3,3,0
291,1,4,1,1,3,1,1,1,2,1,0
291,1,5,2,1,1,1,2,1,4,1,0
291,1,6,3,3,6,2,3,1,3,4,0
291,1,7,0,0,0,0,0,0,0,0,0
291,2,1,1,1,2,1,1,1,1,1,0
291,2,2,2,1,1,1,2,1,3,2,1
291,2,3,3,1,5,1,3,2,4,3,0
291,2,4,1,3,1,1,1,1,1,1,0
291,2,5,2,3,3,1,2,1,2,2,0
291,2,6,3,1,1,2,2,2,4,4,0
291,2,7,0,0,0,0,0,0,0,0,0
291,3,1,1,1,1,1,1,1,2,1,0
291,3,2,2,1,1,1,1,1,2,1,1
291,3,3,3,1,5,2,3,2,3,2,0
291,3,4,1,3,3,1,1,1,1,1,0
291,3,5,2,3,2,1,1,1,3,2,0
291,3,6,3,3,4,2,2,1,2,3,0
291,3,7,0,0,0,0,0,0,0,0,0
291,4,1,1,1,2,1,1,1,2,1,0
291,4,2,2,1,3,1,2,1,3,1,1
291,4,3,3,1,2,2,2,2,2,2,0
291,4,4,1,1,2,1,1,1,2,1,0
291,4,5,2,1,2,1,2,1,3,1,0
291,4,6,3,1,2,1,3,2,4,3,0
291,4,7,0,0,0,0,0,0,0,0,0
291,5,1,1,1,1,1,1,1,1,1,0
291,5,2,2,1,2,1,2,1,2,2,1
291,5,3,3,1,3,1,3,2,3,3,0
291,5,4,1,2,2,1,1,1,2,1,0
291,5,5,2,3,2,1,2,1,2,2,0
291,5,6,3,3,6,2,3,2,4,4,0
291,5,7,0,0,0,0,0,0,0,0,0
291,6,1,1,1,2,1,1,1,2,1,0
291,6,2,2,1,2,1,2,1,4,1,1
291,6,3,3,1,3,2,2,2,2,2,0
291,6,4,1,2,1,1,1,1,2,1,0
291,6,5,2,3,5,1,1,1,3,2,0
291,6,6,3,1,5,2,3,1,2,4,0
291,6,7,0,0,0,0,0,0,0,0,0
291,7,1,1,1,1,1,1,1,1,1,0
291,7,2,2,1,1,1,1,1,4,1,0
291,7,3,3,1,2,1,2,1,2,1,1
291,7,4,1,3,2,1,1,1,1,1,0
291,7,5,2,3,1,1,1,1,4,2,0
291,7,6,3,1,3,1,2,2,3,3,0
291,7,7,0,0,0,0,0,0,0,0,0
291,8,1,1,1,2,1,1,1,1,1,0
291,8,2,2,1,3,1,1,1,4,1,1
291,8,3,3,1,3,2,2,1,4,2,0
291,8,4,1,1,3,1,1,1,1,1,0
291,8,5,2,1,3,1,1,1,2,1,0
291,8,6,3,3,3,1,3,1,2,4,0
291,8,7,0,0,0,0,0,0,0,0,0
291,9,1,1,1,1,1,1,1,2,1,0
291,9,2,2,1,3,1,1,1,2,2,0
291,9,3,3,1,5,2,3,1,4,4,0
291,9,4,1,2,1,1,1,1,2,1,0
291,9,5,2,1,5,1,2,1,4,2,1
291,9,6,3,3,2,1,2,2,3,4,0
291,9,7,0,0,0,0,0,0,0,0,0
291,10,1,1,1,2,1,1,1,2,1,0
291,10,2,2,1,1,1,2,1,4,1,1
291,10,3,3,1,5,1,2,1,4,3,0
291,10,4,1,1,2,1,1,1,2,1,0
291,10,5,2,3,2,1,2,1,4,2,0
291,10,6,3,1,4,1,3,1,2,4,0
291,10,7,0,0,0,0,0,0,0,0,0
170,1,1,1,1,1,1,1,1,1,1,0
170,1,2,2,1,1,1,1,1,3,2,0
170,1,3,3,1,5,2,2,1,3,2,0
170,1,4,1,2,1,1,1,1,2,1,0
170,1,5,2,1,2,1,2,1,2,2,0
170,1,6,3,1,5,1,3,1,4,3,1
170,1,7,0,0,0,0,0,0,0,0,0
170,2,1,1,1,1,1,1,1,2,1,0
170,2,2,2,1,1,1,1,1,2,1,0
170,2,3,3,1,2,1,3,1,2,3,0
170,2,4,1,2,3,1,1,1,1,1,0
170,2,5,2,1,2,1,2,1,3,1,1
170,2,6,3,3,2,2,3,2,2,4,0
170,2,7,0,0,0,0,0,0,0,0,0
170,3,1,1,1,2,1,1,1,1,1,0
170,3,2,2,1,2,1,1,1,3,2,0
170,3,3,3,1,3,2,2,1,2,3,0
170,3,4,1,1,3,1,1,1,1,1,0
170,3,5,2,3,5,1,1,1,4,2,0
170,3,6,3,1,6,2,3,2,4,4,1
170,3,7,0,0,0,0,0,0,0,0,0
170,4,1,1,1,1,1,1,1,1,1,0
170,4,2,2,1,2,1,2,1,2,1,0
170,4,3,3,1,5,2,3,2,4,2,1
170,4,4,1,1,2,1,1,1,1,1,0
170,4,5,2,3,1,1,1,1,2,1,0
170,4,6,3,1,2,1,2,2,2,4,0
170,4,7,0,0,0,0,0,0,0,0,0
170,5,1,1,1,2,1,1,1,2,1,0
170,5,2,2,1,2,1,1,1,4,2,0
170,5,3,3,1,5,1,3,1,4,2,1
170,5,4,1,2,1,1,1,1,2,1,0
170,5,5,2,3,3,1,1,1,3,2,0
170,5,6,3,3,3,1,3,1,3,3,0
170,5,7,0,0,0,0,0,0,0,0,0
170,6,1,1,1,2,1,1,1,1,1,0
170,6,2,2,1,3,1,2,1,3,1,0
170,6,3,3,1,5,1,3,2,2,3,0
170,6,4,1,3,2,1,1,1,1,1,0
170,6,5,2,1,5,1,2,1,3,2,1
170,6,6,3,3,3,1,2,1,3,4,0
170,6,7,0,0,0,0,0,0,0,0,0
170,7,1,1,1,2,1,1,1,1,1,0
170,7,2,2,1,3,1,2,1,4,1,0
170,7,3,3,1,3,2,3,2,4,4,0
170,7,4,1,3,3,1,1,1,2,1,0
170,7,5,2,3,1,1,2,1,2,1,0
170,7,6,3,3,4,2,3,2,4,4,1
170,7,7,0,0,0,0,0,0,0,0,0
170,8,1,1,1,2,1,1,1,2,1,0
170,8,2,2,1,3,1,2,1,2,1,0
170,8,3,3,1,2,2,2,2,3,1,0
170,8,4,1,3,1,1,1,1,2,1,0
170,8,5,2,3,3,1,2,1,4,2,0
170,8,6,3,1,6,2,2,1,2,3,1
170,8,7,0,0,0,0,0,0,0,0,0
170,9,1,1,1,1,1,1,1,2,1,0
170,9,2,2,1,1,1,2,1,4,1,0
170,9,3,3,1,3,1,2,2,3,2,1
170,9,4,1,1,2,1,1,1,2,1,0
170,9,5,2,1,2,1,1,1,4,2,0
170,9,6,3,3,1,2,2,2,3,4,0
170,9,7,0,0,0,0,0,0,0,0,0
170,10,1,1,1,1,1,1,1,1,1,0
170,10,2,2,1,3,1,2,1,2,1,0
170,10,3,3,1,5,2,3,2,2,2,1
170,10,4,1,3,1,1,1,1,1,1,0
170,10,5,2,3,5,1,1,1,4,1,0
170,10,6,3,1,1,2,3,2,3,3,0
170,10,7,0,0,0,0,0,0,0,0,0
43,1,1,1,1,2,1,1,1,1,1,0
43,1,2,2,1,2,1,2,1,3,1,1
43,1,3,3,1,5,1,3,1,3,3,0
43,1,4,1,1,3,1,1,1,2,1,0
43,1,5,2,1,1,1,2,1,4,1,0
43,1,6,3,3,6,2,3,1,3,4,0
43,1,7,0,0,0,0,0,0,0,0,0
43,2,1,1,1,2,1,1,1,1,1,0
43,2,2,2,1,1,1,2,1,3,2,0
43,2,3,3,1,5,1,3,2,4,3,0
43,2,4,1,3,1,1,1,1,1,1,1
43,2,5,2,3,3,1,2,1,2,2,0
43,2,6,3,1,1,2,2,2,4,4,0
43,2,7,0,0,0,0,0,0,0,0,0
43,3,1,1,1,1,1,1,1,2,1,0
43,3,2,2,1,1,1,1,1,2,1,1
43,3,3,3,1,5,2,3,2,3,2,0
43,3,4,1,3,3,1,1,1,1,1,0
43,3,5,2,3,2,1,1,1,3,2,0
43,3,6,3,3,4,2,2,1,2,3,0
43,3,7,0,0,0,0,0,0,0,0,0
43,4,1,1,1,2,1,1,1,2,1,0
43,4,2,2,1,3,1,2,1,3,1,1
43,4,3,3,1,2,2,2,2,2,2,0
43,4,4,1,1,2,1,1,1,2,1,0
43,4,5,2,1,2,1,2,1,3,1,0
43,4,6,3,1,2,1,3,2,4,3,0
43,4,7,0,0,0,0,0,0,0,0,0
43,5,1,1,1,1,1,1,1,1,1,0
43,5,2,2,1,2,1,2,1,2,2,1
43,5,3,3,1,3,1,3,2,3,3,0
43,5,4,1,2,2,1,1,1,2,1,0
43,5,5,2,3,2,1,2,1,2,2,0
43,5,6,3,3,6,2,3,2,4,4,0
43,5,7,0,0,0,0,0,0,0,0,0
43,6,1,1,1,2,1,1,1,2,1,0
43,6,2,2,1,2,1,2,1,4,1,1
43,6,3,3,1,3,2,2,2,2,2,0
43,6,4,1,2,1,1,1,1,2,1,0
43,6,5,2,3,5,1,1,1,3,2,0
43,6,6,3,1,5,2,3,1,2,4,0
43,6,7,0,0,0,0,0,0,0,0,0
43,7,1,1,1,1,1,1,1,1,1,0
43,7,2,2,1,1,1,1,1,4,1,1
43,7,3,3,1,2,1,2,1,2,1,0
43,7,4,1,3,2,1,1,1,1,1,0
43,7,5,2,3,1,1,1,1,4,2,0
43,7,6,3,1,3,1,2,2,3,3,0
43,7,7,0,0,0,0,0,0,0,0,0
43,8,1,1,1,2,1,1,1,1,1,0
43,8,2,2,1,3,1,1,1,4,1,1
43,8,3,3,1,3,2,2,1,4,2,0
43,8,4,1,1,3,1,1,1,1,1,0
43,8,5,2,1,3,1,1,1,2,1,0
43,8,6,3,3,3,1,3,1,2,4,0
43,8,7,0,0,0,0,0,0,0,0,0
43,9,1,1,1,1,1,1,1,2,1,0
43,9,2,2,1,3,1,1,1,2,2,1
43,9,3,3,1,5,2,3,1,4,4,0
43,9,4,1,2,1,1,1,1,2,1,0
43,9,5,2,1,5,1,2,1,4,2,0
43,9,6,3,3,2,1,2,2,3,4,0
43,9,7,0,0,0,0,0,0,0,0,0
43,10,1,1,1,2,1,1,1,2,1,0
43,10,2,2,1,1,1,2,1,4,1,1
43,10,3,3,1,5,1,2,1,4,3,0
43,10,4,1,1,2,1,1,1,2,1,0
43,10,5,2,3,2,1,2,1,4,2,0
43,10,6,3,1,4,1,3,1,2,4,0
43,10,7,0,0,0,0,0,0,0,0,0
149,1,1,1,1,2,1,1,1,1,1,0
149,1,2,2,1,2,1,2,1,3,1,0
149,1,3,3,1,5,1,3,1,3,3,0
149,1,4,1,1,3,1,1,1,2,1,0
149,1,5,2,1,1,1,2,1,4,1,0
149,1,6,3,3,6,2,3,1,3,4,1
149,1,7,0,0,0,0,0,0,0,0,0
149,2,1,1,1,2,1,1,1,1,1,0
149,2,2,2,1,1,1,2,1,3,2,0
149,2,3,3,1,5,1,3,2,4,3,0
149,2,4,1,3,1,1,1,1,1,1,0
149,2,5,2,3,3,1,2,1,2,2,1
149,2,6,3,1,1,2,2,2,4,4,0
149,2,7,0,0,0,0,0,0,0,0,0
149,3,1,1,1,1,1,1,1,2,1,0
149,3,2,2,1,1,1,1,1,2,1,0
149,3,3,3,1,5,2,3,2,3,2,0
149,3,4,1,3,3,1,1,1,1,1,0
149,3,5,2,3,2,1,1,1,3,2,1
149,3,6,3,3,4,2,2,1,2,3,0
149,3,7,0,0,0,0,0,0,0,0,0
149,4,1,1,1,2,1,1,1,2,1,0
149,4,2,2,1,3,1,2,1,3,1,1
149,4,3,3,1,2,2,2,2,2,2,0
149,4,4,1,1,2,1,1,1,2,1,0
149,4,5,2,1,2,1,2,1,3,1,0
149,4,6,3,1,2,1,3,2,4,3,0
149,4,7,0,0,0,0,0,0,0,0,0
149,5,1,1,1,1,1,1,1,1,1,0
149,5,2,2,1,2,1,2,1,2,2,0
149,5,3,3,1,3,1,3,2,3,3,0
149,5,4,1,2,2,1,1,1,2,1,0
149,5,5,2,3,2,1,2,1,2,2,0
149,5,6,3,3,6,2,3,2,4,4,1
149,5,7,0,0,0,0,0,0,0,0,0
149,6,1,1,1,2,1,1,1,2,1,0
149,6,2,2,1,2,1,2,1,4,1,0
149,6,3,3,1,3,2,2,2,2,2,0
149,6,4,1,2,1,1,1,1,2,1,0
149,6,5,2,3,5,1,1,1,3,2,1
149,6,6,3,1,5,2,3,1,2,4,0
149,6,7,0,0,0,0,0,0,0,0,0
149,7,1,1,1,1,1,1,1,1,1,0
149,7,2,2,1,1,1,1,1,4,1,0
149,7,3,3,1,2,1,2,1,2,1,0
149,7,4,1,3,2,1,1,1,1,1,0
149,7,5,2,3,1,1,1,1,4,2,0
149,7,6,3,1,3,1,2,2,3,3,0
149,7,7,0,0,0,0,0,0,0,0,1
149,8,1,1,1,2,1,1,1,1,1,0
149,8,2,2,1,3,1,1,1,4,1,0
149,8,3,3,1,3,2,2,1,4,2,0
149,8,4,1,1,3,1,1,1,1,1,0
149,8,5,2,1,3,1,1,1,2,1,0
149,8,6,3,3,3,1,3,1,2,4,1
149,8,7,0,0,0,0,0,0,0,0,0
149,9,1,1,1,1,1,1,1,2,1,0
149,9,2,2,1,3,1,1,1,2,2,0
149,9,3,3,1,5,2,3,1,4,4,0
149,9,4,1,2,1,1,1,1,2,1,0
149,9,5,2,1,5,1,2,1,4,2,0
149,9,6,3,3,2,1,2,2,3,4,0
149,9,7,0,0,0,0,0,0,0,0,1
149,10,1,1,1,2,1,1,1,2,1,0
149,10,2,2,1,1,1,2,1,4,1,0
149,10,3,3,1,5,1,2,1,4,3,0
149,10,4,1,1,2,1,1,1,2,1,0
149,10,5,2,3,2,1,2,1,4,2,1
149,10,6,3,1,4,1,3,1,2,4,0
149,10,7,0,0,0,0,0,0,0,0,0
70,1,1,1,1,2,1,1,1,1,1,0
70,1,2,2,1,3,1,1,1,4,1,0
70,1,3,3,1,2,2,2,2,2,3,1
70,1,4,1,2,3,1,1,1,2,1,0
70,1,5,2,3,2,1,1,1,2,2,0
70,1,6,3,3,2,2,2,2,2,4,0
70,1,7,0,0,0,0,0,0,0,0,0
70,2,1,1,1,1,1,1,1,1,1,0
70,2,2,2,1,3,1,1,1,2,1,0
70,2,3,3,1,3,1,2,2,2,2,1
70,2,4,1,1,1,1,1,1,2,1,0
70,2,5,2,1,1,1,2,1,4,2,0
70,2,6,3,3,3,2,3,1,4,4,0
70,2,7,0,0,0,0,0,0,0,0,0
70,3,1,1,1,2,1,1,1,2,1,0
70,3,2,2,1,1,1,1,1,4,1,0
70,3,3,3,1,3,2,3,2,3,2,1
70,3,4,1,2,2,1,1,1,2,1,0
70,3,5,2,1,3,1,2,1,4,1,0
70,3,6,3,1,3,2,2,2,4,3,0
70,3,7,0,0,0,0,0,0,0,0,0
70,4,1,1,1,1,1,1,1,1,1,0
70,4,2,2,1,1,1,2,1,3,1,0
70,4,3,3,1,2,1,3,1,4,2,1
70,4,4,1,2,1,1,1,1,1,1,0
70,4,5,2,1,5,1,1,1,2,2,0
70,4,6,3,1,4,2,3,1,3,4,0
70,4,7,0,0,0,0,0,0,0,0,0
70,5,1,1,1,2,1,1,1,1,1,0
70,5,2,2,1,1,1,2,1,2,2,0
70,5,3,3,1,3,2,3,1,2,4,1
70,5,4,1,3,3,1,1,1,1,1,0
70,5,5,2,3,2,1,2,1,3,2,0
70,5,6,3,1,6,1,3,2,3,4,0
70,5,7,0,0,0,0,0,0,0,0,0
70,6,1,1,1,1,1,1,1,2,1,0
70,6,2,2,1,2,1,1,1,3,1,0
70,6,3,3,1,5,2,3,1,4,1,1
70,6,4,1,1,3,1,1,1,2,1,0
70,6,5,2,3,2,1,2,1,4,1,0
70,6,6,3,3,1,2,3,1,2,3,0
70,6,7,0,0,0,0,0,0,0,0,0
70,7,1,1,1,2,1,1,1,2,1,0
70,7,2,2,1,2,1,2,1,2,1,0
70,7,3,3,1,5,1,2,1,3,3,1
70,7,4,1,3,2,1,1,1,2,1,0
70,7,5,2,1,5,1,2,1,2,1,0
70,7,6,3,3,5,1,2,2,2,4,0
70,7,7,0,0,0,0,0,0,0,0,0
70,8,1,1,1,2,1,1,1,1,1,0
70,8,2,2,1,2,1,2,1,4,1,0
70,8,3,3,1,5,1,3,2,3,2,1
70,8,4,1,1,1,1,1,1,1,1,0
70,8,5,2,3,1,1,1,1,3,2,0
70,8,6,3,1,2,1,2,2,3,3,0
70,8,7,0,0,0,0,0,0,0,0,0
70,9,1,1,1,1,1,1,1,2,1,0
70,9,2,2,1,3,1,2,1,3,2,0
70,9,3,3,1,5,2,2,2,4,3,1
70,9,4,1,3,2,1,1,1,1,1,0
70,9,5,2,3,3,1,1,1,3,2,0
70,9,6,3,3,6,1,3,1,4,4,0
70,9,7,0,0,0,0,0,0,0,0,0
70,10,1,1,1,2,1,1,1,2,1,0
70,10,2,2,1,3,1,2,1,4,1,0
70,10,3,3,1,5,1,2,2,4,2,0
70,10,4,1,2,3,1,1,1,1,1,0
70,10,5,2,1,2,1,2,1,2,2,0
70,10,6,3,3,6,2,3,2,3,4,1
70,10,7,0,0,0,0,0,0,0,0,0
186,1,1,1,1,2,1,1,1,2,1,0
186,1,2,2,1,1,1,1,1,4,1,0
186,1,3,3,1,3,2,3,1,4,2,1
186,1,4,1,3,2,1,1,1,1,1,0
186,1,5,2,3,5,1,2,1,4,2,0
186,1,6,3,3,2,1,2,1,4,4,0
186,1,7,0,0,0,0,0,0,0,0,0
186,2,1,1,1,1,1,1,1,1,1,0
186,2,2,2,1,3,1,2,1,4,2,1
186,2,3,3,1,5,2,3,1,3,2,0
186,2,4,1,3,3,1,1,1,2,1,0
186,2,5,2,1,1,1,1,1,2,2,0
186,2,6,3,1,6,1,2,1,2,3,0
186,2,7,0,0,0,0,0,0,0,0,0
186,3,1,1,1,1,1,1,1,1,1,0
186,3,2,2,1,3,1,2,1,2,1,0
186,3,3,3,1,2,1,3,1,3,3,1
186,3,4,1,1,1,1,1,1,1,1,0
186,3,5,2,3,3,1,1,1,4,1,0
186,3,6,3,3,5,1,3,2,3,4,0
186,3,7,0,0,0,0,0,0,0,0,0
186,4,1,1,1,2,1,1,1,2,1,0
186,4,2,2,1,2,1,2,1,3,1,0
186,4,3,3,1,5,1,2,2,3,4,0
186,4,4,1,2,3,1,1,1,1,1,0
186,4,5,2,3,2,1,1,1,4,1,0
186,4,6,3,3,3,2,2,1,4,4,1
186,4,7,0,0,0,0,0,0,0,0,0
186,5,1,1,1,1,1,1,1,2,1,0
186,5,2,2,1,1,1,2,1,3,1,0
186,5,3,3,1,5,2,2,2,2,1,0
186,5,4,1,2,1,1,1,1,1,1,0
186,5,5,2,1,1,1,2,1,2,2,0
186,5,6,3,3,3,2,3,2,2,3,1
186,5,7,0,0,0,0,0,0,0,0,0
186,6,1,1,1,2,1,1,1,1,1,0
186,6,2,2,1,1,1,2,1,2,1,0
186,6,3,3,1,5,1,3,1,2,2,0
186,6,4,1,1,3,1,1,1,2,1,0
186,6,5,2,3,3,1,2,1,3,2,1
186,6,6,3,1,2,2,2,2,4,4,0
186,6,7,0,0,0,0,0,0,0,0,0
186,7,1,1,1,1,1,1,1,2,1,0
186,7,2,2,1,3,1,1,1,3,1,0
186,7,3,3,1,3,1,3,2,4,2,1
186,7,4,1,1,2,1,1,1,2,1,0
186,7,5,2,1,5,1,1,1,3,2,0
186,7,6,3,1,6,2,3,2,2,3,0
186,7,7,0,0,0,0,0,0,0,0,0
186,8,1,1,1,2,1,1,1,1,1,0
186,8,2,2,1,2,1,1,1,2,1,0
186,8,3,3,1,3,2,2,2,4,3,1
186,8,4,1,2,2,1,1,1,2,1,0
186,8,5,2,3,2,1,2,1,2,2,0
186,8,6,3,1,1,1,3,2,3,4,0
186,8,7,0,0,0,0,0,0,0,0,0
186,9,1,1,1,2,1,1,1,1,1,0
186,9,2,2,1,2,1,1,1,4,1,1
186,9,3,3,1,2,2,2,2,2,3,0
186,9,4,1,3,1,1,1,1,2,1,0
186,9,5,2,1,2,1,2,1,3,1,0
186,9,6,3,3,4,2,3,1,3,4,0
186,9,7,0,0,0,0,0,0,0,0,0
186,10,1,1,1,2,1,1,1,2,1,0
186,10,2,2,1,2,1,1,1,3,1,0
186,10,3,3,1,2,2,3,2,4,2,1
186,10,4,1,3,3,1,1,1,2,1,0
186,10,5,2,1,1,1,1,1,4,2,0
186,10,6,3,1,5,1,2,2,4,4,0
186,10,7,0,0,0,0,0,0,0,0,0
60,1,1,1,1,2,1,1,1,1,1,0
60,1,2,2,1,2,1,2,1,3,1,0
60,1,3,3,1,5,1,3,1,3,3,1
60,1,4,1,1,3,1,1,1,2,1,0
60,1,5,2,1,1,1,2,1,4,1,0
60,1,6,3,3,6,2,3,1,3,4,0
60,1,7,0,0,0,0,0,0,0,0,0
60,2,1,1,1,2,1,1,1,1,1,0
60,2,2,2,1,1,1,2,1,3,2,0
60,2,3,3,1,5,1,3,2,4,3,1
60,2,4,1,3,1,1,1,1,1,1,0
60,2,5,2,3,3,1,2,1,2,2,0
60,2,6,3,1,1,2,2,2,4,4,0
60,2,7,0,0,0,0,0,0,0,0,0
60,3,1,1,1,1,1,1,1,2,1,0
60,3,2,2,1,1,1,1,1,2,1,0
60,3,3,3,1,5,2,3,2,3,2,1
60,3,4,1,3,3,1,1,1,1,1,0
60,3,5,2,3,2,1,1,1,3,2,0
60,3,6,3,3,4,2,2,1,2,3,0
60,3,7,0,0,0,0,0,0,0,0,0
60,4,1,1,1,2,1,1,1,2,1,0
60,4,2,2,1,3,1,2,1,3,1,0
60,4,3,3,1,2,2,2,2,2,2,0
60,4,4,1,1,2,1,1,1,2,1,0
60,4,5,2,1,2,1,2,1,3,1,0
60,4,6,3,1,2,1,3,2,4,3,1
60,4,7,0,0,0,0,0,0,0,0,0
60,5,1,1,1,1,1,1,1,1,1,0
60,5,2,2,1,2,1,2,1,2,2,0
60,5,3,3,1,3,1,3,2,3,3,1
60,5,4,1,2,2,1,1,1,2,1,0
60,5,5,2,3,2,1,2,1,2,2,0
60,5,6,3,3,6,2,3,2,4,4,0
60,5,7,0,0,0,0,0,0,0,0,0
60,6,1,1,1,2,1,1,1,2,1,0
60,6,2,2,1,2,1,2,1,4,1,0
60,6,3,3,1,3,2,2,2,2,2,0
60,6,4,1,2,1,1,1,1,2,1,0
60,6,5,2,3,5,1,1,1,3,2,0
60,6,6,3,1,5,2,3,1,2,4,1
60,6,7,0,0,0,0,0,0,0,0,0
60,7,1,1,1,1,1,1,1,1,1,0
60,7,2,2,1,1,1,1,1,4,1,0
60,7,3,3,1,2,1,2,1,2,1,1
60,7,4,1,3,2,1,1,1,1,1,0
60,7,5,2,3,1,1,1,1,4,2,0
60,7,6,3,1,3,1,2,2,3,3,0
60,7,7,0,0,0,0,0,0,0,0,0
60,8,1,1,1,2,1,1,1,1,1,0
60,8,2,2,1,3,1,1,1,4,1,0
60,8,3,3,1,3,2,2,1,4,2,0
60,8,4,1,1,3,1,1,1,1,1,0
60,8,5,2,1,3,1,1,1,2,1,0
60,8,6,3,3,3,1,3,1,2,4,1
60,8,7,0,0,0,0,0,0,0,0,0
60,9,1,1,1,1,1,1,1,2,1,0
60,9,2,2,1,3,1,1,1,2,2,0
60,9,3,3,1,5,2,3,1,4,4,1
60,9,4,1,2,1,1,1,1,2,1,0
60,9,5,2,1,5,1,2,1,4,2,0
60,9,6,3,3,2,1,2,2,3,4,0
60,9,7,0,0,0,0,0,0,0,0,0
60,10,1,1,1,2,1,1,1,2,1,0
60,10,2,2,1,1,1,2,1,4,1,0
60,10,3,3,1,5,1,2,1,4,3,0
60,10,4,1,1,2,1,1,1,2,1,0
60,10,5,2,3,2,1,2,1,4,2,0
60,10,6,3,1,4,1,3,1,2,4,1
60,10,7,0,0,0,0,0,0,0,0,0
166,1,1,1,1,2,1,1,1,1,1,0
166,1,2,2,1,3,1,1,1,4,1,0
166,1,3,3,1,2,2,2,2,2,3,0
166,1,4,1,2,3,1,1,1,2,1,0
