RespondentNumber,Task,Concept,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Response
76,6,6,3,1,5,2,3,1,2,4,0
76,6,7,0,0,0,0,0,0,0,0,0
76,7,1,1,1,1,1,1,1,1,1,0
76,7,2,2,1,1,1,1,1,4,1,0
76,7,3,3,1,2,1,2,1,2,1,1
76,7,4,1,3,2,1,1,1,1,1,0
76,7,5,2,3,1,1,1,1,4,2,0
76,7,6,3,1,3,1,2,2,3,3,0
76,7,7,0,0,0,0,0,0,0,0,0
76,8,1,1,1,2,1,1,1,1,1,0
76,8,2,2,1,3,1,1,1,4,1,0
76,8,3,3,1,3,2,2,1,4,2,1
76,8,4,1,1,3,1,1,1,1,1,0
76,8,5,2,1,3,1,1,1,2,1,0
76,8,6,3,3,3,1,3,1,2,4,0
76,8,7,0,0,0,0,0,0,0,0,0
76,9,1,1,1,1,1,1,1,2,1,0
76,9,2,2,1,3,1,1,1,2,2,0
76,9,3,3,1,5,2,3,1,4,4,1
76,9,4,1,2,1,1,1,1,2,1,0
76,9,5,2,1,5,1,2,1,4,2,0
76,9,6,3,3,2,1,2,2,3,4,0
76,9,7,0,0,0,0,0,0,0,0,0
76,10,1,1,1,2,1,1,1,2,1,0
76,10,2,2,1,1,1,2,1,4,1,0
76,10,3,3,1,5,1,2,1,4,3,0
76,10,4,1,1,2,1,1,1,2,1,0
76,10,5,2,3,2,1,2,1,4,2,1
76,10,6,3,1,4,1,3,1,2,4,0
76,10,7,0,0,0,0,0,0,0,0,0
76,11,1,1,1,1,1,1,1,2,1,0
76,11,2,2,1,3,1,1,1,3,2,0
76,11,3,3,1,2,1,3,1,3,3,1
76,11,4,1,2,2,1,1,1,1,1,0
76,11,5,2,3,1,1,2,1,3,2,0
76,11,6,3,3,2,2,3,1,4,4,0
76,11,7,0,0,0,0,0,0,0,0,0
76,12,1,1,1,2,1,1,1,1,1,0
76,12,2,2,1,3,1,2,1,2,2,0
76,12,3,3,1,3,2,3,2,4,3,1
76,12,4,1,1,1,1,1,1,2,1,0
76,12,5,2,1,2,1,1,1,4,2,0
76,12,6,3,3,2,2,2,1,2,4,0
76,12,7,0,0,0,0,0,0,0,0,0
76,13,1,1,1,2,1,1,1,2,1,0
76,13,2,2,1,2,1,2,1,3,2,0
76,13,3,3,1,3,2,2,2,2,2,1
76,13,4,1,3,3,1,1,1,2,1,0
76,13,5,2,1,3,1,1,1,4,2,0
76,13,6,3,3,2,1,3,2,3,3,0
76,13,7,0,0,0,0,0,0,0,0,0
76,14,1,1,1,1,1,1,1,1,1,0
76,14,2,2,1,1,1,2,1,4,2,0
76,14,3,3,1,5,2,3,2,2,4,0
76,14,4,1,1,2,1,1,1,1,1,0
76,14,5,2,1,2,1,2,1,4,2,1
76,14,6,3,3,5,2,3,1,4,4,0
76,14,7,0,0,0,0,0,0,0,0,0
34,1,1,1,1,2,1,1,1,1,1,0
34,1,2,2,1,3,1,2,1,3,1,1
34,1,3,3,1,3,2,3,2,3,2,0
34,1,4,1,3,2,1,1,1,2,1,0
34,1,5,2,3,2,1,2,1,3,2,0
34,1,6,3,3,3,2,3,2,2,4,0
34,1,7,0,0,0,0,0,0,0,0,0
34,2,1,1,1,2,1,1,1,2,1,0
34,2,2,2,1,2,1,1,1,2,2,0
34,2,3,3,1,2,2,3,2,3,4,0
34,2,4,1,1,2,1,1,1,2,1,0
34,2,5,2,3,5,1,1,1,2,2,1
34,2,6,3,1,3,2,3,1,3,4,0
34,2,7,0,0,0,0,0,0,0,0,0
34,3,1,1,1,1,1,1,1,1,1,0
34,3,2,2,1,2,1,2,1,4,1,0
34,3,3,3,1,3,1,3,2,4,1,1
34,3,4,1,3,1,1,1,1,2,1,0
34,3,5,2,1,2,1,2,1,3,1,0
34,3,6,3,1,2,1,3,1,4,3,0
34,3,7,0,0,0,0,0,0,0,0,0
34,4,1,1,1,1,1,1,1,1,1,0
34,4,2,2,1,1,1,2,1,4,2,0
34,4,3,3,1,5,2,3,1,2,3,0
34,4,4,1,2,2,1,1,1,2,1,0
34,4,5,2,3,3,1,1,1,4,2,1
34,4,6,3,3,6,1,3,2,2,4,0
34,4,7,0,0,0,0,0,0,0,0,0
34,5,1,1,1,1,1,1,1,2,1,0
34,5,2,2,1,3,1,2,1,4,1,0
34,5,3,3,1,2,1,2,1,2,2,0
34,5,4,1,1,3,1,1,1,1,1,0
34,5,5,2,3,5,1,2,1,2,1,1
34,5,6,3,3,1,1,2,1,4,3,0
34,5,7,0,0,0,0,0,0,0,0,0
34,6,1,1,1,2,1,1,1,2,1,0
34,6,2,2,1,3,1,2,1,2,1,1
34,6,3,3,1,3,2,2,1,3,3,0
34,6,4,1,2,1,1,1,1,1,1,0
34,6,5,2,1,1,1,1,1,4,2,0
34,6,6,3,1,4,1,2,2,4,4,0
34,6,7,0,0,0,0,0,0,0,0,0
34,7,1,1,1,1,1,1,1,1,1,0
34,7,2,2,1,2,1,1,1,3,2,0
34,7,3,3,1,5,2,2,2,4,3,0
34,7,4,1,2,3,1,1,1,1,1,0
34,7,5,2,1,3,1,2,1,4,2,1
34,7,6,3,1,2,2,2,1,3,4,0
34,7,7,0,0,0,0,0,0,0,0,0
34,8,1,1,1,2,1,1,1,2,1,0
34,8,2,2,1,1,1,1,1,3,1,0
34,8,3,3,1,5,1,3,1,2,2,0
34,8,4,1,3,1,1,1,1,2,1,0
34,8,5,2,1,2,1,1,1,2,1,1
34,8,6,3,3,6,2,2,2,3,4,0
34,8,7,0,0,0,0,0,0,0,0,0
34,9,1,1,1,2,1,1,1,1,1,0
34,9,2,2,1,1,1,1,1,2,2,1
34,9,3,3,1,5,1,2,2,4,2,0
34,9,4,1,1,3,1,1,1,1,1,0
34,9,5,2,3,1,1,2,1,3,2,0
34,9,6,3,3,5,2,3,2,2,3,0
34,9,7,0,0,0,0,0,0,0,0,0
34,10,1,1,1,1,1,1,1,1,1,0
34,10,2,2,1,1,1,1,1,3,1,0
34,10,3,3,1,3,1,2,2,3,4,0
34,10,4,1,3,1,1,1,1,2,1,0
34,10,5,2,3,3,1,1,1,2,1,1
34,10,6,3,3,2,1,3,2,2,4,0
34,10,7,0,0,0,0,0,0,0,0,0
34,11,1,1,1,2,1,1,1,1,1,0
34,11,2,2,1,3,1,1,1,3,2,1
34,11,3,3,1,5,1,2,1,2,4,0
34,11,4,1,2,2,1,1,1,2,1,0
34,11,5,2,1,1,1,1,1,3,2,0
34,11,6,3,1,1,1,2,1,2,4,0
34,11,7,0,0,0,0,0,0,0,0,0
34,12,1,1,1,1,1,1,1,1,1,0
34,12,2,2,1,2,1,2,1,3,1,0
34,12,3,3,1,2,1,3,1,3,2,0
34,12,4,1,3,3,1,1,1,1,1,0
34,12,5,2,3,2,1,2,1,4,2,1
34,12,6,3,1,3,1,3,2,2,4,0
34,12,7,0,0,0,0,0,0,0,0,0
34,13,1,1,1,1,1,1,1,1,1,0
34,13,2,2,1,2,1,1,1,2,2,1
34,13,3,3,1,2,1,2,1,4,2,0
34,13,4,1,3,2,1,1,1,1,1,0
34,13,5,2,1,2,1,1,1,2,2,0
34,13,6,3,3,6,2,2,1,4,3,0
34,13,7,0,0,0,0,0,0,0,0,0
34,14,1,1,1,2,1,1,1,2,1,0
34,14,2,2,1,2,1,2,1,3,1,0
34,14,3,3,1,3,1,2,1,2,3,0
34,14,4,1,3,1,1,1,1,1,1,0
34,14,5,2,3,3,1,1,1,3,2,1
34,14,6,3,3,1,1,2,1,4,4,0
34,14,7,0,0,0,0,0,0,0,0,0
140,1,1,1,1,1,1,1,1,2,1,0
140,1,2,2,1,2,1,2,1,4,2,0
140,1,3,3,1,2,1,2,1,4,4,0
140,1,4,1,1,1,1,1,1,1,1,0
140,1,5,2,1,3,1,2,1,3,2,0
140,1,6,3,1,6,2,2,2,2,4,0
140,1,7,0,0,0,0,0,0,0,0,1
140,2,1,1,1,2,1,1,1,1,1,0
140,2,2,2,1,3,1,2,1,3,1,1
140,2,3,3,1,3,2,3,1,4,1,0
140,2,4,1,2,2,1,1,1,1,1,0
140,2,5,2,3,2,1,1,1,3,1,0
140,2,6,3,3,5,2,2,2,3,3,0
140,2,7,0,0,0,0,0,0,0,0,0
140,3,1,1,1,1,1,1,1,2,1,0
140,3,2,2,1,2,1,2,1,2,1,0
140,3,3,3,1,5,2,2,1,2,2,0
140,3,4,1,3,2,1,1,1,2,1,1
140,3,5,2,3,1,1,2,1,2,2,0
140,3,6,3,3,2,2,3,1,3,4,0
140,3,7,0,0,0,0,0,0,0,0,0
140,4,1,1,1,2,1,1,1,1,1,0
140,4,2,2,1,3,1,1,1,2,2,0
140,4,3,3,1,5,1,2,1,4,2,1
140,4,4,1,3,1,1,1,1,2,1,0
140,4,5,2,3,2,1,2,1,4,2,0
140,4,6,3,3,3,2,3,2,4,3,0
140,4,7,0,0,0,0,0,0,0,0,0
140,5,1,1,1,2,1,1,1,1,1,0
140,5,2,2,1,1,1,1,1,4,1,1
140,5,3,3,1,5,1,2,2,3,3,0
140,5,4,1,3,2,1,1,1,1,1,0
140,5,5,2,1,5,1,1,1,4,1,0
140,5,6,3,1,2,2,3,1,2,4,0
140,5,7,0,0,0,0,0,0,0,0,0
140,6,1,1,1,1,1,1,1,2,1,0
140,6,2,2,1,3,1,1,1,4,2,0
140,6,3,3,1,5,2,3,2,3,3,0
140,6,4,1,1,3,1,1,1,1,1,0
140,6,5,2,1,2,1,2,1,2,2,1
140,6,6,3,1,3,1,3,2,3,4,0
140,6,7,0,0,0,0,0,0,0,0,0
140,7,1,1,1,2,1,1,1,1,1,0
140,7,2,2,1,1,1,2,1,2,1,1
140,7,3,3,1,2,2,3,2,3,2,0
140,7,4,1,2,3,1,1,1,2,1,0
140,7,5,2,1,3,1,1,1,3,2,0
140,7,6,3,3,1,1,3,1,4,4,0
140,7,7,0,0,0,0,0,0,0,0,0
140,8,1,1,1,1,1,1,1,1,1,0
140,8,2,2,1,2,1,2,1,3,2,1
140,8,3,3,1,3,1,3,2,2,2,0
140,8,4,1,2,3,1,1,1,2,1,0
140,8,5,2,3,5,1,2,1,4,2,0
140,8,6,3,3,4,1,2,2,2,3,0
140,8,7,0,0,0,0,0,0,0,0,0
140,9,1,1,1,2,1,1,1,2,1,0
140,9,2,2,1,1,1,1,1,3,1,0
140,9,3,3,1,3,2,3,2,2,3,0
140,9,4,1,1,1,1,1,1,2,1,0
140,9,5,2,3,1,1,1,1,2,1,1
140,9,6,3,1,6,1,2,1,4,4,0
140,9,7,0,0,0,0,0,0,0,0,0
140,10,1,1,1,2,1,1,1,1,1,0
140,10,2,2,1,1,1,1,1,2,1,0
140,10,3,3,1,3,2,2,2,3,1,1
140,10,4,1,1,3,1,1,1,2,1,0
140,10,5,2,1,5,1,2,1,3,2,0
140,10,6,3,3,6,1,2,1,3,3,0
140,10,7,0,0,0,0,0,0,0,0,0
140,11,1,1,1,2,1,1,1,2,1,0
140,11,2,2,1,2,1,1,1,2,1,0
140,11,3,3,1,5,1,3,2,2,1,1
140,11,4,1,1,2,1,1,1,1,1,0
140,11,5,2,1,3,1,1,1,2,2,0
140,11,6,3,3,4,1,3,2,4,3,0
140,11,7,0,0,0,0,0,0,0,0,0
140,12,1,1,1,2,1,1,1,2,1,0
140,12,2,2,1,1,1,2,1,3,2,1
140,12,3,3,1,3,2,2,1,3,2,0
140,12,4,1,1,1,1,1,1,1,1,0
140,12,5,2,3,2,1,2,1,2,2,0
140,12,6,3,3,2,2,3,1,3,3,0
140,12,7,0,0,0,0,0,0,0,0,0
140,13,1,1,1,2,1,1,1,2,1,0
140,13,2,2,1,2,1,1,1,4,2,1
140,13,3,3,1,3,2,3,1,3,3,0
140,13,4,1,3,1,1,1,1,1,1,0
140,13,5,2,1,1,1,2,1,3,2,0
140,13,6,3,3,1,2,3,2,2,4,0
140,13,7,0,0,0,0,0,0,0,0,0
140,14,1,1,1,2,1,1,1,2,1,0
140,14,2,2,1,1,1,2,1,2,1,0
140,14,3,3,1,2,1,2,1,3,2,0
140,14,4,1,1,2,1,1,1,1,1,1
140,14,5,2,1,1,1,2,1,4,2,0
140,14,6,3,3,5,1,2,1,4,4,0
140,14,7,0,0,0,0,0,0,0,0,0
172,1,1,1,1,2,1,1,1,2,1,0
172,1,2,2,1,1,1,1,1,4,1,0
172,1,3,3,1,3,2,3,1,4,2,0
172,1,4,1,3,2,1,1,1,1,1,0
172,1,5,2,3,5,1,2,1,4,2,1
172,1,6,3,3,2,1,2,1,4,4,0
172,1,7,0,0,0,0,0,0,0,0,0
172,2,1,1,1,1,1,1,1,1,1,0
172,2,2,2,1,3,1,2,1,4,2,0
172,2,3,3,1,5,2,3,1,3,2,0
172,2,4,1,3,3,1,1,1,2,1,0
172,2,5,2,1,1,1,1,1,2,2,1
172,2,6,3,1,6,1,2,1,2,3,0
172,2,7,0,0,0,0,0,0,0,0,0
172,3,1,1,1,1,1,1,1,1,1,0
172,3,2,2,1,3,1,2,1,2,1,0
172,3,3,3,1,2,1,3,1,3,3,0
172,3,4,1,1,1,1,1,1,1,1,0
172,3,5,2,3,3,1,1,1,4,1,0
172,3,6,3,3,5,1,3,2,3,4,1
172,3,7,0,0,0,0,0,0,0,0,0
172,4,1,1,1,2,1,1,1,2,1,0
172,4,2,2,1,2,1,2,1,3,1,0
172,4,3,3,1,5,1,2,2,3,4,0
172,4,4,1,2,3,1,1,1,1,1,0
172,4,5,2,3,2,1,1,1,4,1,1
172,4,6,3,3,3,2,2,1,4,4,0
172,4,7,0,0,0,0,0,0,0,0,0
172,5,1,1,1,1,1,1,1,2,1,0
172,5,2,2,1,1,1,2,1,3,1,0
172,5,3,3,1,5,2,2,2,2,1,0
172,5,4,1,2,1,1,1,1,1,1,0
172,5,5,2,1,1,1,2,1,2,2,0
172,5,6,3,3,3,2,3,2,2,3,1
172,5,7,0,0,0,0,0,0,0,0,0
172,6,1,1,1,2,1,1,1,1,1,0
172,6,2,2,1,1,1,2,1,2,1,0
172,6,3,3,1,5,1,3,1,2,2,0
172,6,4,1,1,3,1,1,1,2,1,0
172,6,5,2,3,3,1,2,1,3,2,1
172,6,6,3,1,2,2,2,2,4,4,0
172,6,7,0,0,0,0,0,0,0,0,0
172,7,1,1,1,1,1,1,1,2,1,0
172,7,2,2,1,3,1,1,1,3,1,0
172,7,3,3,1,3,1,3,2,4,2,0
172,7,4,1,1,2,1,1,1,2,1,0
172,7,5,2,1,5,1,1,1,3,2,0
172,7,6,3,1,6,2,3,2,2,3,1
172,7,7,0,0,0,0,0,0,0,0,0
172,8,1,1,1,2,1,1,1,1,1,0
172,8,2,2,1,2,1,1,1,2,1,0
172,8,3,3,1,3,2,2,2,4,3,0
172,8,4,1,2,2,1,1,1,2,1,0
172,8,5,2,3,2,1,2,1,2,2,1
172,8,6,3,1,1,1,3,2,3,4,0
172,8,7,0,0,0,0,0,0,0,0,0
172,9,1,1,1,2,1,1,1,1,1,0
172,9,2,2,1,2,1,1,1,4,1,0
172,9,3,3,1,2,2,2,2,2,3,0
172,9,4,1,3,1,1,1,1,2,1,0
172,9,5,2,1,2,1,2,1,3,1,0
172,9,6,3,3,4,2,3,1,3,4,1
172,9,7,0,0,0,0,0,0,0,0,0
172,10,1,1,1,2,1,1,1,2,1,0
172,10,2,2,1,2,1,1,1,3,1,0
172,10,3,3,1,2,2,3,2,4,2,0
172,10,4,1,3,3,1,1,1,2,1,0
172,10,5,2,1,1,1,1,1,4,2,0
172,10,6,3,1,5,1,2,2,4,4,1
172,10,7,0,0,0,0,0,0,0,0,0
172,11,1,1,1,1,1,1,1,1,1,0
172,11,2,2,1,2,1,1,1,4,1,0
172,11,3,3,1,5,2,2,2,3,2,0
172,11,4,1,2,1,1,1,1,1,1,0
172,11,5,2,3,5,1,2,1,3,1,0
172,11,6,3,3,6,1,2,2,4,4,1
172,11,7,0,0,0,0,0,0,0,0,0
172,12,1,1,1,1,1,1,1,2,1,0
172,12,2,2,1,1,1,2,1,2,1,0
172,12,3,3,1,5,2,2,1,4,3,0
172,12,4,1,3,3,1,1,1,2,1,0
172,12,5,2,1,5,1,1,1,3,1,0
172,12,6,3,1,3,2,3,2,4,4,1
172,12,7,0,0,0,0,0,0,0,0,0
172,13,1,1,1,1,1,1,1,1,1,0
172,13,2,2,1,3,1,1,1,3,1,0
172,13,3,3,1,5,2,2,1,3,2,0
172,13,4,1,1,2,1,1,1,2,1,0
172,13,5,2,3,3,1,2,1,3,1,0
172,13,6,3,1,4,2,2,2,3,4,1
172,13,7,0,0,0,0,0,0,0,0,0
172,14,1,1,1,2,1,1,1,1,1,0
172,14,2,2,1,3,1,2,1,4,2,0
172,14,3,3,1,5,1,2,1,4,3,0
172,14,4,1,2,3,1,1,1,2,1,0
172,14,5,2,3,2,1,2,1,2,2,0
172,14,6,3,3,4,1,2,1,2,4,1
172,14,7,0,0,0,0,0,0,0,0,0
298,1,1,1,1,2,1,1,1,1,1,0
298,1,2,2,1,3,1,2,1,3,1,0
298,1,3,3,1,3,2,3,2,3,2,0
298,1,4,1,3,2,1,1,1,2,1,1
298,1,5,2,3,2,1,2,1,3,2,0
298,1,6,3,3,3,2,3,2,2,4,0
298,1,7,0,0,0,0,0,0,0,0,0
298,2,1,1,1,2,1,1,1,2,1,0
298,2,2,2,1,2,1,1,1,2,2,0
298,2,3,3,1,2,2,3,2,3,4,0
298,2,4,1,1,2,1,1,1,2,1,1
298,2,5,2,3,5,1,1,1,2,2,0
298,2,6,3,1,3,2,3,1,3,4,0
298,2,7,0,0,0,0,0,0,0,0,0
298,3,1,1,1,1,1,1,1,1,1,0
298,3,2,2,1,2,1,2,1,4,1,0
298,3,3,3,1,3,1,3,2,4,1,0
298,3,4,1,3,1,1,1,1,2,1,1
298,3,5,2,1,2,1,2,1,3,1,0
298,3,6,3,1,2,1,3,1,4,3,0
298,3,7,0,0,0,0,0,0,0,0,0
298,4,1,1,1,1,1,1,1,1,1,0
298,4,2,2,1,1,1,2,1,4,2,0
298,4,3,3,1,5,2,3,1,2,3,0
298,4,4,1,2,2,1,1,1,2,1,0
298,4,5,2,3,3,1,1,1,4,2,1
298,4,6,3,3,6,1,3,2,2,4,0
298,4,7,0,0,0,0,0,0,0,0,0
298,5,1,1,1,1,1,1,1,2,1,0
298,5,2,2,1,3,1,2,1,4,1,0
298,5,3,3,1,2,1,2,1,2,2,0
298,5,4,1,1,3,1,1,1,1,1,0
298,5,5,2,3,5,1,2,1,2,1,0
298,5,6,3,3,1,1,2,1,4,3,1
298,5,7,0,0,0,0,0,0,0,0,0
298,6,1,1,1,2,1,1,1,2,1,0
298,6,2,2,1,3,1,2,1,2,1,1
298,6,3,3,1,3,2,2,1,3,3,0
298,6,4,1,2,1,1,1,1,1,1,0
298,6,5,2,1,1,1,1,1,4,2,0
298,6,6,3,1,4,1,2,2,4,4,0
298,6,7,0,0,0,0,0,0,0,0,0
298,7,1,1,1,1,1,1,1,1,1,0
298,7,2,2,1,2,1,1,1,3,2,0
298,7,3,3,1,5,2,2,2,4,3,0
298,7,4,1,2,3,1,1,1,1,1,1
298,7,5,2,1,3,1,2,1,4,2,0
298,7,6,3,1,2,2,2,1,3,4,0
298,7,7,0,0,0,0,0,0,0,0,0
298,8,1,1,1,2,1,1,1,2,1,0
298,8,2,2,1,1,1,1,1,3,1,0
298,8,3,3,1,5,1,3,1,2,2,0
298,8,4,1,3,1,1,1,1,2,1,0
298,8,5,2,1,2,1,1,1,2,1,0
298,8,6,3,3,6,2,2,2,3,4,1
298,8,7,0,0,0,0,0,0,0,0,0
298,9,1,1,1,2,1,1,1,1,1,0
298,9,2,2,1,1,1,1,1,2,2,0
298,9,3,3,1,5,1,2,2,4,2,0
298,9,4,1,1,3,1,1,1,1,1,0
298,9,5,2,3,1,1,2,1,3,2,1
298,9,6,3,3,5,2,3,2,2,3,0
298,9,7,0,0,0,0,0,0,0,0,0
298,10,1,1,1,1,1,1,1,1,1,0
298,10,2,2,1,1,1,1,1,3,1,0
298,10,3,3,1,3,1,2,2,3,4,0
298,10,4,1,3,1,1,1,1,2,1,1
298,10,5,2,3,3,1,1,1,2,1,0
298,10,6,3,3,2,1,3,2,2,4,0
298,10,7,0,0,0,0,0,0,0,0,0
298,11,1,1,1,2,1,1,1,1,1,0
298,11,2,2,1,3,1,1,1,3,2,0
298,11,3,3,1,5,1,2,1,2,4,0
298,11,4,1,2,2,1,1,1,2,1,1
298,11,5,2,1,1,1,1,1,3,2,0
298,11,6,3,1,1,1,2,1,2,4,0
298,11,7,0,0,0,0,0,0,0,0,0
298,12,1,1,1,1,1,1,1,1,1,0
298,12,2,2,1,2,1,2,1,3,1,0
298,12,3,3,1,2,1,3,1,3,2,0
298,12,4,1,3,3,1,1,1,1,1,1
298,12,5,2,3,2,1,2,1,4,2,0
298,12,6,3,1,3,1,3,2,2,4,0
298,12,7,0,0,0,0,0,0,0,0,0
298,13,1,1,1,1,1,1,1,1,1,0
298,13,2,2,1,2,1,1,1,2,2,0
298,13,3,3,1,2,1,2,1,4,2,0
298,13,4,1,3,2,1,1,1,1,1,1
298,13,5,2,1,2,1,1,1,2,2,0
298,13,6,3,3,6,2,2,1,4,3,0
298,13,7,0,0,0,0,0,0,0,0,0
298,14,1,1,1,2,1,1,1,2,1,0
298,14,2,2,1,2,1,2,1,3,1,1
298,14,3,3,1,3,1,2,1,2,3,0
298,14,4,1,3,1,1,1,1,1,1,0
298,14,5,2,3,3,1,1,1,3,2,0
298,14,6,3,3,1,1,2,1,4,4,0
298,14,7,0,0,0,0,0,0,0,0,0
131,1,1,1,1,2,1,1,1,2,1,0
131,1,2,2,1,1,1,1,1,4,1,0
131,1,3,3,1,3,2,3,1,4,2,1
131,1,4,1,3,2,1,1,1,1,1,0
131,1,5,2,3,5,1,2,1,4,2,0
131,1,6,3,3,2,1,2,1,4,4,0
131,1,7,0,0,0,0,0,0,0,0,0
131,2,1,1,1,1,1,1,1,1,1,0
131,2,2,2,1,3,1,2,1,4,2,0
131,2,3,3,1,5,2,3,1,3,2,0
131,2,4,1,3,3,1,1,1,2,1,0
131,2,5,2,1,1,1,1,1,2,2,1
131,2,6,3,1,6,1,2,1,2,3,0
131,2,7,0,0,0,0,0,0,0,0,0
131,3,1,1,1,1,1,1,1,1,1,0
131,3,2,2,1,3,1,2,1,2,1,0
131,3,3,3,1,2,1,3,1,3,3,1
131,3,4,1,1,1,1,1,1,1,1,0
131,3,5,2,3,3,1,1,1,4,1,0
131,3,6,3,3,5,1,3,2,3,4,0
131,3,7,0,0,0,0,0,0,0,0,0
131,4,1,1,1,2,1,1,1,2,1,0
131,4,2,2,1,2,1,2,1,3,1,0
131,4,3,3,1,5,1,2,2,3,4,0
131,4,4,1,2,3,1,1,1,1,1,0
131,4,5,2,3,2,1,1,1,4,1,0
131,4,6,3,3,3,2,2,1,4,4,1
131,4,7,0,0,0,0,0,0,0,0,0
131,5,1,1,1,1,1,1,1,2,1,0
131,5,2,2,1,1,1,2,1,3,1,0
131,5,3,3,1,5,2,2,2,2,1,1
131,5,4,1,2,1,1,1,1,1,1,0
131,5,5,2,1,1,1,2,1,2,2,0
131,5,6,3,3,3,2,3,2,2,3,0
131,5,7,0,0,0,0,0,0,0,0,0
131,6,1,1,1,2,1,1,1,1,1,0
131,6,2,2,1,1,1,2,1,2,1,0
131,6,3,3,1,5,1,3,1,2,2,1
131,6,4,1,1,3,1,1,1,2,1,0
131,6,5,2,3,3,1,2,1,3,2,0
131,6,6,3,1,2,2,2,2,4,4,0
131,6,7,0,0,0,0,0,0,0,0,0
131,7,1,1,1,1,1,1,1,2,1,0
131,7,2,2,1,3,1,1,1,3,1,0
131,7,3,3,1,3,1,3,2,4,2,1
131,7,4,1,1,2,1,1,1,2,1,0
131,7,5,2,1,5,1,1,1,3,2,0
131,7,6,3,1,6,2,3,2,2,3,0
131,7,7,0,0,0,0,0,0,0,0,0
131,8,1,1,1,2,1,1,1,1,1,0
131,8,2,2,1,2,1,1,1,2,1,0
131,8,3,3,1,3,2,2,2,4,3,1
131,8,4,1,2,2,1,1,1,2,1,0
131,8,5,2,3,2,1,2,1,2,2,0
131,8,6,3,1,1,1,3,2,3,4,0
131,8,7,0,0,0,0,0,0,0,0,0
131,9,1,1,1,2,1,1,1,1,1,0
131,9,2,2,1,2,1,1,1,4,1,0
131,9,3,3,1,2,2,2,2,2,3,1
131,9,4,1,3,1,1,1,1,2,1,0
131,9,5,2,1,2,1,2,1,3,1,0
131,9,6,3,3,4,2,3,1,3,4,0
131,9,7,0,0,0,0,0,0,0,0,0
131,10,1,1,1,2,1,1,1,2,1,0
131,10,2,2,1,2,1,1,1,3,1,0
131,10,3,3,1,2,2,3,2,4,2,0
131,10,4,1,3,3,1,1,1,2,1,1
131,10,5,2,1,1,1,1,1,4,2,0
131,10,6,3,1,5,1,2,2,4,4,0
131,10,7,0,0,0,0,0,0,0,0,0
131,11,1,1,1,1,1,1,1,1,1,0
131,11,2,2,1,2,1,1,1,4,1,0
131,11,3,3,1,5,2,2,2,3,2,1
131,11,4,1,2,1,1,1,1,1,1,0
131,11,5,2,3,5,1,2,1,3,1,0
131,11,6,3,3,6,1,2,2,4,4,0
131,11,7,0,0,0,0,0,0,0,0,0
131,12,1,1,1,1,1,1,1,2,1,0
131,12,2,2,1,1,1,2,1,2,1,0
131,12,3,3,1,5,2,2,1,4,3,0
131,12,4,1,3,3,1,1,1,2,1,0
131,12,5,2,1,5,1,1,1,3,1,0
131,12,6,3,1,3,2,3,2,4,4,1
131,12,7,0,0,0,0,0,0,0,0,0
131,13,1,1,1,1,1,1,1,1,1,0
131,13,2,2,1,3,1,1,1,3,1,0
131,13,3,3,1,5,2,2,1,3,2,1
131,13,4,1,1,2,1,1,1,2,1,0
131,13,5,2,3,3,1,2,1,3,1,0
131,13,6,3,1,4,2,2,2,3,4,0
131,13,7,0,0,0,0,0,0,0,0,0
131,14,1,1,1,2,1,1,1,1,1,0
131,14,2,2,1,3,1,2,1,4,2,0
131,14,3,3,1,5,1,2,1,4,3,1
131,14,4,1,2,3,1,1,1,2,1,0
131,14,5,2,3,2,1,2,1,2,2,0
131,14,6,3,3,4,1,2,1,2,4,0
131,14,7,0,0,0,0,0,0,0,0,0
278,1,1,1,1,2,1,1,1,2,1,0
278,1,2,2,1,1,1,1,1,4,1,0
278,1,3,3,1,3,2,3,1,4,2,0
278,1,4,1,3,2,1,1,1,1,1,0
278,1,5,2,3,5,1,2,1,4,2,1
278,1,6,3,3,2,1,2,1,4,4,0
278,1,7,0,0,0,0,0,0,0,0,0
278,2,1,1,1,1,1,1,1,1,1,0
278,2,2,2,1,3,1,2,1,4,2,0
278,2,3,3,1,5,2,3,1,3,2,1
278,2,4,1,3,3,1,1,1,2,1,0
278,2,5,2,1,1,1,1,1,2,2,0
278,2,6,3,1,6,1,2,1,2,3,0
278,2,7,0,0,0,0,0,0,0,0,0
278,3,1,1,1,1,1,1,1,1,1,0
278,3,2,2,1,3,1,2,1,2,1,1
278,3,3,3,1,2,1,3,1,3,3,0
278,3,4,1,1,1,1,1,1,1,1,0
278,3,5,2,3,3,1,1,1,4,1,0
278,3,6,3,3,5,1,3,2,3,4,0
278,3,7,0,0,0,0,0,0,0,0,0
278,4,1,1,1,2,1,1,1,2,1,0
278,4,2,2,1,2,1,2,1,3,1,0
278,4,3,3,1,5,1,2,2,3,4,1
278,4,4,1,2,3,1,1,1,1,1,0
278,4,5,2,3,2,1,1,1,4,1,0
278,4,6,3,3,3,2,2,1,4,4,0
278,4,7,0,0,0,0,0,0,0,0,0
278,5,1,1,1,1,1,1,1,2,1,0
278,5,2,2,1,1,1,2,1,3,1,0
278,5,3,3,1,5,2,2,2,2,1,0
278,5,4,1,2,1,1,1,1,1,1,0
